copom_date,delta_selic,ticker,return_30d,year,ticker_clean,sector,industry,longName,shortName,avg_volatility_20d,max_drawdown_pct,avg_volume,total_return_pct
2018-03-22,-0.25,ENEV3.SA,-4.806312769010046,2018,ENEV3,Utilities,Utilities - Diversified,Eneva S.A.,ENEVA       ON      NM,21.726,-19.874,1431436.0,14.1135
2018-03-22,-0.25,ENGI11.SA,-0.497517060277608,2018,ENGI11,Utilities,Utilities - Regulated Electric,Energisa S.A.,ENERGISA    UNT     N2,24.559,-19.7406,1030032.0,41.542
2018-03-22,-0.25,EQTL3.SA,-3.2117806686943196,2018,EQTL3,Utilities,Utilities - Regulated Electric,Equatorial S.A.,EQUATORIAL  ON      NM,23.4149,-21.7276,5442054.0,15.4147
2018-03-22,-0.25,FLRY3.SA,-0.4013208678685709,2018,FLRY3,Healthcare,Diagnostics & Research,Fleury S.A.,FLEURY      ON      NM,33.2164,-33.182,1917037.0,-31.0925
2018-03-22,-0.25,GGBR4.SA,12.326021341179882,2018,GGBR4,Basic Materials,Steel,Gerdau S.A.,GERDAU      PN      N1,41.8459,-25.9013,15438896.0,17.022
2018-03-22,-0.25,GOAU4.SA,13.802767257942538,2018,GOAU4,Basic Materials,Steel,Metalurgica Gerdau S.A.,GERDAU MET  PN      N1,39.8329,-26.1193,18475511.0,17.7656
2018-03-22,-0.25,HYPE3.SA,-4.403742504904551,2018,HYPE3,Healthcare,Drug Manufacturers - Specialty & Generic,Hypera S.A.,HYPERA      ON      NM,27.8694,-30.983,1975698.0,-13.3164
2018-03-22,-0.25,ISAE4.SA,-2.1033062807340297,2018,ISAE4,Utilities,Utilities - Independent Power Producers,ISA Energía Brasil S.A.,ISA ENERGIA PN      N1,21.3113,-14.8005,1636418.0,22.9553
2018-03-22,-0.25,ITSA4.SA,-1.277221196227818,2018,ITSA4,Industrials,Conglomerates,Itaúsa S.A.,ITAUSA      PN  EJ  N1,31.8025,-31.5661,27314648.0,29.9
2018-03-22,-0.25,ITUB4.SA,1.4850776358886542,2018,ITUB4,Financial Services,Banks - Regional,Itaú Unibanco Holding S.A.,ITAUUNIBANCOPN  EJ  N1,29.2467,-28.8179,23104604.0,29.5104
2018-03-22,-0.25,KLBN11.SA,11.640225613186562,2018,KLBN11,Basic Materials,Paper & Paper Products,Klabin S.A.,KLABIN S/A  UNT     N2,21.1012,-27.9879,3729422.0,-7.664
2018-03-22,-0.25,LREN3.SA,-2.7690698836388083,2018,LREN3,Consumer Cyclical,Department Stores,Lojas Renner S.A.,LOJAS RENNERON      NM,34.2083,-27.7114,4737251.0,21.5839
2018-03-22,-0.25,MBRF3.SA,43.15786395626154,2018,MBRF3,Consumer Defensive,Packaged Foods,MBRF Global Foods Company S.A.,MARFRIG     ON      NM,42.2331,-41.3793,3223964.0,-25.2055
2018-03-22,-0.25,MGLU3.SA,2.507621355303824,2018,MGLU3,Consumer Cyclical,Specialty Retail,Magazine Luiza S.A.,MAGAZ LUIZA ON      NM,47.9812,-21.4708,5652917.0,128.9651
2018-03-22,-0.25,MOTV3.SA,0.384218649701884,2018,MOTV3,Industrials,Infrastructure Operations,Motiva Infraestrutura de Mobilidade S.A.,MOTIVA SA   ON      NM,39.9437,-51.6602,8010101.0,-28.6477
2018-03-22,-0.25,MRVE3.SA,-4.658575729994929,2018,MRVE3,Real Estate,Real Estate - Development,MRV Engenharia e Participações S.A.,MRV         ON      NM,32.5195,-26.2757,3534596.0,-2.1026
2018-03-22,-0.25,MULT3.SA,-4.211041685432814,2018,MULT3,Real Estate,Real Estate Services,Multiplan Empreendimentos Imobiliários S.A.,MULTIPLAN   ON      N2,28.3171,-30.1495,2609711.0,2.6871
2018-03-22,-0.25,NATU3.SA,2.9869324977252143,2018,NATU3,Consumer Defensive,Household & Personal Products,Natura Cosméticos S.A.,NATURA      ON      NM,35.4533,-31.0664,1783020.0,39.9951
2018-03-22,-0.25,PETR3.SA,3.03670673083134,2018,PETR3,Energy,Oil & Gas Integrated,Petróleo Brasileiro S.A. - Petrobras,PETROBRAS   ON  EJ  N2,44.9857,-45.4961,11382491.0,47.9997
